,version : 3.11.3
2853,"""        70,"""
2854,"""        70,"""
2855,"""        135,"""
2856,"""        132,"""
2857,"""        124,"""
2858,"""        120,"""
2859,"""        120,"""
2860,"""        116,"""
2861,"""        113,"""
2862,"""        114,"""
2863,"""        113,"""
2864,"""        110,"""
2865,"""        106,"""
2866,"""        102,"""
2867,"""        101,"""
2868,"""        102,"""
2869,"""        102,"""
2870,"""        100,"""
2871,"""        102,"""
2872,"""        102,"""
2873,"""        101,"""
2874,"""        101,"""
2875,"""        102,"""
2876,"""        106,"""
2877,"""        110,"""
2878,"""        113,"""
2879,"""        115,"""
2880,"""        115,"""
2881,"""        117,"""
2882,"""        121,"""
2883,"""        125,"""
2884,"""        128,"""
2885,"""        127,"""
2886,"""        123,"""
2887,"""        119,"""
2888,"""        115,"""
2889,"""        112,"""
2890,"""        109,"""
2891,"""        108,"""
2892,"""        107,"""
2893,"""        106,"""
2894,"""        109,"""
2895,"""        111,"""
2896,"""        113,"""
2897,"""        111,"""
2898,"""        106,"""
2899,"""        107,"""
2900,"""        109,"""
2901,"""        108,"""
2902,"""        104,"""
2903,"""        101,"""
2904,"""        104,"""
2905,"""        109,"""
2906,"""        110,"""
2907,"""        107,"""
2908,"""        104,"""
2909,"""        105,"""
2910,"""        107,"""
2911,"""        106,"""
2912,"""        102,"""
2913,"""        101,"""
2914,"""        99,"""
2915,"""        95,"""
2916,"""        93,"""
2917,"""        91,"""
2918,"""        93,"""
2919,"""        96,"""
2920,"""        99,"""
2921,"""        102,"""
2922,"""        100,"""
2923,"""        97,"""
2924,"""        98,"""
2925,"""        101,"""
2926,"""        103,"""
2927,"""        105,"""
2928,"""        108,"""
2929,"""        109,"""
2930,"""        110,"""
2931,"""        108,"""
2932,"""        105,"""
2933,"""        100,"""
2934,"""        95,"""
2935,"""        93,"""
2936,"""        91,"""
2937,"""        91,"""
2938,"""        92,"""
2939,"""        89,"""
2940,"""        90,"""
2941,"""        89,"""
2942,"""        85,"""
2943,"""        83,"""
2944,"""        86,"""
2945,"""        91,"""
2946,"""        96,"""
2947,"""        98,"""
2948,"""        95,"""
2949,"""        92,"""
2950,"""        89,"""
2951,"""        91,"""
2952,"""        95,"""
2953,"""        96,"""
2954,"""        99,"""
2955,"""        103,"""
2956,"""        103,"""
2957,"""        100,"""
2958,"""        102,"""
2959,"""        104,"""
2960,"""        107,"""
2961,"""        105,"""
2962,"""        100,"""
2963,"""        96,"""
2964,"""        90,"""
2965,"""        90,"""
2966,"""        93,"""
2967,"""        93,"""
2968,"""        90,"""
2969,"""        89,"""
2970,"""        89,"""
2971,"""        91,"""
2972,"""        92,"""
2973,"""        90,"""
2974,"""        87,"""
2975,"""        88,"""
2976,"""        91,"""
2977,"""        92,"""
2978,"""        93,"""
2979,"""        95,"""
2980,"""        94,"""
2981,"""        91,"""
2982,"""        92,"""
2983,"""        92,"""
2984,"""        89,"""
2985,"""        89,"""
2986,"""        92,"""
2987,"""        94,"""
2988,"""        97,"""
2989,"""        100,"""
2990,"""        97,"""
2991,"""        95,"""
2992,"""        98,"""
2993,"""        104,"""
2994,"""        106,"""
2995,"""        106,"""
2996,"""        105,"""
2997,"""        109,"""
2998,"""        114,"""
2999,"""        116,"""
3000,"""        118,"""
3001,"""        123,"""
3002,"""        126,"""
3003,"""        125,"""
3004,"""        120,"""
3005,"""        115,"""
3006,"""        110,"""
3007,"""        109,"""
3008,"""        106,"""
3009,"""        106,"""
3010,"""        108,"""
3011,"""        106,"""
3012,"""        102,"""
3013,"""        102,"""
3014,"""        104,"""
3015,"""        105,"""
3016,"""        103,"""
3017,"""        106,"""
3018,"""        111,"""
3019,"""        115,"""
3020,"""        114,"""
3021,"""        113,"""
3022,"""        116,"""
3023,"""        116,"""
3024,"""        114,"""
3025,"""        114,"""
3026,"""        112,"""
3027,"""        113,"""
3028,"""        112,"""
3029,"""        111,"""
3030,"""        114,"""
3031,"""        119,"""
3032,"""        123,"""
3033,"""        122,"""
3034,"""        118,"""
3035,"""        118,"""
3036,"""        124,"""
3037,"""        126,"""
3038,"""        124,"""
3039,"""        121,"""
3040,"""        124,"""
3041,"""        129,"""
3042,"""        131,"""
3043,"""        127,"""
3044,"""        122,"""
3045,"""        123,"""
3046,"""        128,"""
3047,"""        132,"""
3048,"""        132,"""
3049,"""        129,"""
3050,"""        125,"""
3051,"""        122,"""
3052,"""        124,"""
3053,"""        127,"""
3054,"""        127,"""
3055,"""        121,"""
3056,"""        115,"""
3057,"""        110,"""
3058,"""        106,"""
3059,"""        102,"""
3060,"""        97,"""
3061,"""        93,"""
3062,"""        94,"""
3063,"""        97,"""
3064,"""        96,"""
3065,"""        97,"""
3066,"""        102,"""
3067,"""        107,"""
3068,"""        112,"""
3069,"""        118,"""
3070,"""        123,"""
3071,"""        128,"""
3072,"""        134,"""
3073,"""        135,"""
3074,"""        129,"""
3075,"""        124,"""
3076,"""        118,"""
3077,"""        112,"""
3078,"""        108,"""
3079,"""        106,"""
3080,"""        105,"""
3081,"""        102,"""
3082,"""        102,"""
3083,"""        102,"""
3084,"""        78,"""
3085,"""        78,"""
3086,"""        80,"""
3087,"""        79,"""
3088,"""        75,"""
3089,"""        72,"""
3090,"""        67,"""
3091,"""        70,"""
3092,"""        77,"""
3093,"""        80,"""
3094,"""        83,"""
3095,"""        86,"""
3096,"""        88,"""
3097,"""        90,"""
3098,"""        87,"""
3099,"""        84,"""
3100,"""        83,"""
3101,"""        79,"""
3102,"""        76,"""
3103,"""        74,"""
3104,"""        73,"""
3105,"""        77,"""
3106,"""        88,"""
3107,"""        98,"""
3108,"""        105,"""
3109,"""        111,"""
3110,"""        111,"""
3111,"""        106,"""
3112,"""        104,"""
3113,"""        105,"""
3114,"""        102,"""
3115,"""        101,"""
3116,"""        102,"""
3117,"""        100,"""
3118,"""        96,"""
3119,"""        97,"""
3120,"""        100,"""
3121,"""        102,"""
3122,"""        101,"""
3123,"""        97,"""
3124,"""        96,"""
3125,"""        100,"""
3126,"""        103,"""
3127,"""        102,"""
3128,"""        100,"""
3129,"""        96,"""
3130,"""        94,"""
3131,"""        94,"""
3132,"""        95,"""
3133,"""        95,"""
3134,"""        96,"""
3135,"""        95,"""
3136,"""        95,"""
3137,"""        96,"""
3138,"""        97,"""
3139,"""        96,"""
3140,"""        92,"""
3141,"""        91,"""
3142,"""        92,"""
3143,"""        95,"""
3144,"""        100,"""
3145,"""        103,"""
3146,"""        102,"""
3147,"""        102,"""
3148,"""        104,"""
3149,"""        105,"""
3150,"""        106,"""
3151,"""        105,"""
3152,"""        101,"""
3153,"""        96,"""
3154,"""        93,"""
3155,"""        94,"""
3156,"""        93,"""
3157,"""        91,"""
3158,"""        93,"""
3159,"""        97,"""
3160,"""        99,"""
3161,"""        100,"""
3162,"""        100,"""
3163,"""        97,"""
3164,"""        95,"""
3165,"""        98,"""
3166,"""        99,"""
3167,"""        97,"""
3168,"""        96,"""
3169,"""        97,"""
3170,"""        96,"""
3171,"""        94,"""
3172,"""        94,"""
3173,"""        94,"""
3174,"""        91,"""
3175,"""        89,"""
3176,"""        93,"""
3177,"""        96,"""
3178,"""        99,"""
3179,"""        102,"""
3180,"""        104,"""
3181,"""        106,"""
3182,"""        106,"""
3183,"""        106,"""
3184,"""        109,"""
3185,"""        107,"""
3186,"""        105,"""
3187,"""        104,"""
3188,"""        105,"""
3189,"""        109,"""
3190,"""        110,"""
3191,"""        107,"""
3192,"""        104,"""
3193,"""        99,"""
3194,"""        100,"""
3195,"""        103,"""
3196,"""        106,"""
3197,"""        115,"""
3198,"""        125,"""
3199,"""        128,"""
3200,"""        124,"""
3201,"""        121,"""
3202,"""        123,"""
3203,"""        129,"""
3204,"""        128,"""
3205,"""        123,"""
3206,"""        113,"""
3207,"""        105,"""
3208,"""        97,"""
3209,"""        89,"""
3210,"""        81,"""
3211,"""        78,"""
3212,"""        79,"""
3213,"""        79,"""
3214,"""        75,"""
3215,"""        72,"""
3216,"""        76,"""
3217,"""        85,"""
3218,"""        93,"""
3219,"""        99,"""
3220,"""        106,"""
3221,"""        106,"""
3222,"""        96,"""
3223,84
3224,);
3225,type = activity;
3226,}
3227,"""2021-12-29 12:22:16.098 receive data log :{length = 20,bytes = 0906000100000000000000000000000000000000}"""
3228,"""2021-12-29 12:22:16.596 write data log :{length = 5,bytes = 0906000101}"""
3229,"""2021-12-29 12:22:17.503 receive data log :{length = 20,bytes = 0906000101000000000000000000000000000000}"""
3230,"""2021-12-29 12:22:18.305 write data log :{length = 4,bytes = 09060100}"""
3231,2021-12-29 12:22:18.607 sync activity log :{
3232,head =     {
3233,"""        """"aerobic_mins"""" = 0;"""
3234,"""        """"avg_hr_value"""" = 0;"""
3235,"""        """"burn_fat_mins"""" = 0;"""
3236,calories = 0;
3237,"""        """"data_length"""" = 0;"""
3238,day = 0;
3239,distance = 0;
3240,durations = 0;
3241,hour = 0;
3242,"""        """"hr_data_interval_minute"""" = 0;"""
3243,"""        """"hr_item_count"""" = 0;"""
3244,length = 0;
3245,"""        """"limit_mins"""" = 0;"""
3246,"""        """"max_hr_value"""" = 0;"""
3247,minute = 0;
3248,month = 0;
3249,"""        """"packet_count"""" = 0;"""
3250,range1 = 0;
3251,range2 = 0;
3252,range3 = 0;
3253,range4 = 0;
3254,range5 = 0;
3255,second = 0;
3256,serial = 0;
3257,step = 0;
3258,type = 0;
3259,year = 0;
3260,};
3261,"""    """"hr_value"""" =     ("""
3262,);
3263,type = activity;
3264,}
3265,"""2021-12-29 12:22:18.613 receive data log :{length = 20,bytes = 0906000100000000000000000000000000000000}"""
3266,"""2021-12-29 12:22:19.109 write data log :{length = 5,bytes = 0906000101}"""
3267,"""2021-12-29 12:22:19.708 receive data log :{length = 20,bytes = 0906000101000000000000000000000000000000}"""
3268,2021-12-29 12:22:19.714 sync activity log :sync activity complete error code : SUCCESS
3269,2021-12-29 12:22:20.215 sync complete error code :sync global complete
3270,"""2021-12-29 12:22:21.135 write data log :{length = 2,bytes = 02a0}"""
3271,"""2021-12-29 12:22:21.608 receive data log :{length = 19,bytes = 02a00b160000de000000360f0000440b000000}"""
3272,"""2021-12-29 12:22:23.790 write data log :{length = 18,bytes = 0a01020303ff5801010804fe0703ff080300}"""
3273,"""2021-12-29 12:22:24.298 receive data log :{length = 2,bytes = 0a01}"""
3274,"""2021-12-29 12:22:24.670 write data log :{length = 2,bytes = 02a0}"""
3275,"""2021-12-29 12:22:25.389 receive data log :{length = 19,bytes = 02a00b160000de000000360f0000440b000000}"""
3276,"""2021-12-29 12:22:26.414 write data log :{length = 2,bytes = 02a0}"""
3277,"""2021-12-29 12:22:27.285 receive data log :{length = 19,bytes = 02a00b160000de000000360f0000440b000000}"""
3278,"""2021-12-29 12:22:30.243 write data log :{length = 2,bytes = 02a0}"""
3279,"""2021-12-29 12:22:30.742 receive data log :{length = 19,bytes = 02a00b160000de000000360f0000440b000000}"""
3280,"""2021-12-29 12:22:32.108 write data log :{length = 2,bytes = 0907}"""
3281,"""2021-12-29 12:22:32.621 receive data log :{length = 3,bytes = 090700}"""
3282,2021-12-29 12:22:32.628 sync health log :start sync health
3283,"""2021-12-29 12:22:32.645 write data log :{length = 4,bytes = 08010100}"""
3284,"""2021-12-29 12:22:32.936 receive data log :{length = 10,bytes = 08010000000000000000}"""
3285,"""2021-12-29 12:22:32.942 write data log :{length = 5,bytes = 0803010000}"""
3286,"""2021-12-29 12:22:33.252 receive data log :{length = 20,bytes = 0803010ce4070c1d00000f3215000000ccad0020}"""
3287,"""2021-12-29 12:22:33.257 receive data log :{length = 20,bytes = 080302120b160000de000000360f0000440b0000}"""
3288,"""2021-12-29 12:22:33.260 receive data log :{length = 20,bytes = 0803031000000000000000000000000000000000}"""
3289,"""2021-12-29 12:22:33.264 receive data log :{length = 20,bytes = 0803041000000000000000000000000000000000}"""
3290,"""2021-12-29 12:22:33.266 receive data log :{length = 20,bytes = 0803051000000000000000000000000000000000}"""
3291,"""2021-12-29 12:22:33.269 receive data log :{length = 20,bytes = 0803061000000000000000000000000000000000}"""
3292,"""2021-12-29 12:22:33.271 receive data log :{length = 20,bytes = 0803071000000000000000000000000000000000}"""
3293,"""2021-12-29 12:22:33.272 receive data log :{length = 20,bytes = 0803081000000000000000000000000000000000}"""
3294,"""2021-12-29 12:22:33.408 receive data log :{length = 20,bytes = 0803091000000000000000000000000000000000}"""
3295,"""2021-12-29 12:22:33.412 receive data log :{length = 20,bytes = 08030a1000000000000000000000000000000000}"""
3296,"""2021-12-29 12:22:33.723 receive data log :{length = 20,bytes = 08030b1000000000000000000000000000000000}"""
3297,"""2021-12-29 12:22:33.728 receive data log :{length = 20,bytes = 08030c1000000000000000000000000000000000}"""
3298,"""2021-12-29 12:22:33.733 receive data log :{length = 20,bytes = 08030d1000000000000000000000000000000000}"""
3299,"""2021-12-29 12:22:33.738 receive data log :{length = 20,bytes = 08030e1000000000000000000000000000000000}"""
3300,"""2021-12-29 12:22:33.742 receive data log :{length = 20,bytes = 08030f1000000000000000000000000000000000}"""
3301,"""2021-12-29 12:22:33.744 receive data log :{length = 20,bytes = 08031010000000000000006c074880140014c630}"""
3302,"""2021-12-29 12:22:33.746 receive data log :{length = 20,bytes = 08031110377095dc303ba092c660336c4e90d027}"""
3303,"""2021-12-29 12:22:33.748 receive data log :{length = 14,bytes = 0803120a70c42d400cd401121005}"""
3304,"""2021-12-29 12:22:33.752 write data log :{length = 3,bytes = 080302}"""
3305,"""2021-12-29 12:22:33.754 receive data log :{length = 3,bytes = 08ee00}"""
3306,2021-12-29 12:22:34.047 sync health sport log :{
3307,head =     {
3308,day = 29;
3309,"""        """"items_count"""" = 50;"""
3310,"""        """"key_word"""" = 0;"""
3311,length = 12;
3312,"""        """"minute_offset"""" = 0;"""
3313,month = 12;
3314,"""        """"packets_count"""" = 21;"""
3315,"""        """"per_minute"""" = 15;"""
3316,reserved = 0;
3317,serial = 1;
3318,"""        """"total_active_time"""" = 2884;"""
3319,"""        """"total_cal"""" = 222;"""
3320,"""        """"total_distances"""" = 3894;"""
3321,"""        """"total_step"""" = 5643;"""
3322,year = 2020;
3323,};
3324,items =     (
3325,{
3326,"""            """"active_time"""" = 0;"""
3327,calories = 0;
3328,distance = 0;
3329,mode = 0;
3330,"""            """"sport_count"""" = 0;"""
3331,"""        },"""
3332,{
3333,"""            """"active_time"""" = 0;"""
3334,calories = 0;
3335,distance = 0;
3336,mode = 0;
3337,"""            """"sport_count"""" = 0;"""
3338,"""        },"""
3339,{
3340,"""            """"active_time"""" = 0;"""
3341,calories = 0;
3342,distance = 0;
3343,mode = 0;
3344,"""            """"sport_count"""" = 0;"""
3345,"""        },"""
3346,{
3347,"""            """"active_time"""" = 0;"""
3348,calories = 0;
3349,distance = 0;
3350,mode = 0;
3351,"""            """"sport_count"""" = 0;"""
3352,"""        },"""
3353,{
3354,"""            """"active_time"""" = 0;"""
3355,calories = 0;
3356,distance = 0;
3357,mode = 0;
3358,"""            """"sport_count"""" = 0;"""
3359,"""        },"""
3360,{
3361,"""            """"active_time"""" = 0;"""
3362,calories = 0;
3363,distance = 0;
3364,mode = 0;
3365,"""            """"sport_count"""" = 0;"""
3366,"""        },"""
3367,{
3368,"""            """"active_time"""" = 0;"""
3369,calories = 0;
3370,distance = 0;
3371,mode = 0;
3372,"""            """"sport_count"""" = 0;"""
3373,"""        },"""
3374,{
3375,"""            """"active_time"""" = 0;"""
3376,calories = 0;
3377,distance = 0;
3378,mode = 0;
3379,"""            """"sport_count"""" = 0;"""
3380,"""        },"""
3381,{
3382,"""            """"active_time"""" = 0;"""
3383,calories = 0;
3384,distance = 0;
3385,mode = 0;
3386,"""            """"sport_count"""" = 0;"""
3387,"""        },"""
3388,{
3389,"""            """"active_time"""" = 0;"""
3390,calories = 0;
3391,distance = 0;
3392,mode = 0;
3393,"""            """"sport_count"""" = 0;"""
3394,"""        },"""
3395,{
3396,"""            """"active_time"""" = 0;"""
3397,calories = 0;
3398,distance = 0;
3399,mode = 0;
3400,"""            """"sport_count"""" = 0;"""
3401,"""        },"""
3402,{
3403,"""            """"active_time"""" = 0;"""
3404,calories = 0;
3405,distance = 0;
3406,mode = 0;
3407,"""            """"sport_count"""" = 0;"""
3408,"""        },"""
3409,{
3410,"""            """"active_time"""" = 0;"""
3411,calories = 0;
3412,distance = 0;
3413,mode = 0;
3414,"""            """"sport_count"""" = 0;"""
3415,"""        },"""
3416,{
3417,"""            """"active_time"""" = 0;"""
3418,calories = 0;
3419,distance = 0;
3420,mode = 0;
3421,"""            """"sport_count"""" = 0;"""
3422,"""        },"""
3423,{
3424,"""            """"active_time"""" = 0;"""
3425,calories = 0;
3426,distance = 0;
3427,mode = 0;
3428,"""            """"sport_count"""" = 0;"""
3429,"""        },"""
3430,{
3431,"""            """"active_time"""" = 0;"""
3432,calories = 0;
3433,distance = 0;
3434,mode = 0;
3435,"""            """"sport_count"""" = 0;"""
3436,"""        },"""
3437,{
3438,"""            """"active_time"""" = 0;"""
3439,calories = 0;
3440,distance = 0;
3441,mode = 0;
3442,"""            """"sport_count"""" = 0;"""
3443,"""        },"""
3444,{
3445,"""            """"active_time"""" = 0;"""
3446,calories = 0;
3447,distance = 0;
3448,mode = 0;
3449,"""            """"sport_count"""" = 0;"""
3450,"""        },"""
3451,{
3452,"""            """"active_time"""" = 0;"""
3453,calories = 0;
3454,distance = 0;
3455,mode = 0;
3456,"""            """"sport_count"""" = 0;"""
3457,"""        },"""
3458,{
3459,"""            """"active_time"""" = 0;"""
3460,calories = 0;
3461,distance = 0;
3462,mode = 0;
3463,"""            """"sport_count"""" = 0;"""
3464,"""        },"""
3465,{
3466,"""            """"active_time"""" = 0;"""
3467,calories = 0;
3468,distance = 0;
3469,mode = 0;
3470,"""            """"sport_count"""" = 0;"""
3471,"""        },"""
3472,{
3473,"""            """"active_time"""" = 0;"""
3474,calories = 0;
3475,distance = 0;
3476,mode = 0;
3477,"""            """"sport_count"""" = 0;"""
3478,"""        },"""
3479,{
3480,"""            """"active_time"""" = 0;"""
3481,calories = 0;
3482,distance = 0;
3483,mode = 0;
3484,"""            """"sport_count"""" = 0;"""
3485,"""        },"""
3486,{
3487,"""            """"active_time"""" = 0;"""
3488,calories = 0;
3489,distance = 0;
3490,mode = 0;
3491,"""            """"sport_count"""" = 0;"""
3492,"""        },"""
3493,{
3494,"""            """"active_time"""" = 0;"""
3495,calories = 0;
3496,distance = 0;
3497,mode = 0;
3498,"""            """"sport_count"""" = 0;"""
3499,"""        },"""
3500,{
3501,"""            """"active_time"""" = 0;"""
3502,calories = 0;
3503,distance = 0;
3504,mode = 0;
3505,"""            """"sport_count"""" = 0;"""
3506,"""        },"""
3507,{
3508,"""            """"active_time"""" = 0;"""
3509,calories = 0;
3510,distance = 0;
3511,mode = 0;
3512,"""            """"sport_count"""" = 0;"""
3513,"""        },"""
3514,{
3515,"""            """"active_time"""" = 0;"""
3516,calories = 0;
3517,distance = 0;
3518,mode = 0;
3519,"""            """"sport_count"""" = 0;"""
3520,"""        },"""
3521,{
3522,"""            """"active_time"""" = 0;"""
3523,calories = 0;
3524,distance = 0;
3525,mode = 0;
3526,"""            """"sport_count"""" = 0;"""
3527,"""        },"""
3528,{
3529,"""            """"active_time"""" = 0;"""
3530,calories = 0;
3531,distance = 0;
3532,mode = 0;
3533,"""            """"sport_count"""" = 0;"""
3534,"""        },"""
3535,{
3536,"""            """"active_time"""" = 0;"""
3537,calories = 0;
3538,distance = 0;
3539,mode = 0;
3540,"""            """"sport_count"""" = 0;"""
3541,"""        },"""
3542,{
3543,"""            """"active_time"""" = 0;"""
3544,calories = 0;
3545,distance = 0;
3546,mode = 0;
3547,"""            """"sport_count"""" = 0;"""
3548,"""        },"""
3549,{
3550,"""            """"active_time"""" = 0;"""
3551,calories = 0;
3552,distance = 0;
3553,mode = 0;
3554,"""            """"sport_count"""" = 0;"""
3555,"""        },"""
3556,{
3557,"""            """"active_time"""" = 0;"""
3558,calories = 0;
3559,distance = 0;
3560,mode = 0;
3561,"""            """"sport_count"""" = 0;"""
3562,"""        },"""
3563,{
3564,"""            """"active_time"""" = 0;"""
3565,calories = 0;
3566,distance = 0;
3567,mode = 0;
3568,"""            """"sport_count"""" = 0;"""
3569,"""        },"""
3570,{
3571,"""            """"active_time"""" = 0;"""
3572,calories = 0;
3573,distance = 0;
3574,mode = 0;
3575,"""            """"sport_count"""" = 0;"""
3576,"""        },"""
3577,{
3578,"""            """"active_time"""" = 0;"""
3579,calories = 0;
3580,distance = 0;
3581,mode = 0;
3582,"""            """"sport_count"""" = 0;"""
3583,"""        },"""
3584,{
3585,"""            """"active_time"""" = 0;"""
3586,calories = 0;
3587,distance = 0;
3588,mode = 0;
3589,"""            """"sport_count"""" = 0;"""
3590,"""        },"""
3591,{
3592,"""            """"active_time"""" = 0;"""
3593,calories = 0;
3594,distance = 0;
3595,mode = 0;
3596,"""            """"sport_count"""" = 0;"""
3597,"""        },"""
3598,{
3599,"""            """"active_time"""" = 0;"""
3600,calories = 0;
3601,distance = 0;
3602,mode = 0;
3603,"""            """"sport_count"""" = 0;"""
3604,"""        },"""
3605,{
3606,"""            """"active_time"""" = 0;"""
3607,calories = 0;
3608,distance = 0;
3609,mode = 0;
3610,"""            """"sport_count"""" = 0;"""
3611,"""        },"""
3612,{
3613,"""            """"active_time"""" = 0;"""
3614,calories = 0;
3615,distance = 0;
3616,mode = 0;
3617,"""            """"sport_count"""" = 0;"""
3618,"""        },"""
3619,{
3620,"""            """"active_time"""" = 0;"""
3621,calories = 0;
3622,distance = 0;
3623,mode = 0;
3624,"""            """"sport_count"""" = 0;"""
3625,"""        },"""
3626,{
3627,"""            """"active_time"""" = 0;"""
3628,calories = 18;
3629,distance = 328;
3630,mode = 0;
3631,"""            """"sport_count"""" = 475;"""
3632,"""        },"""
3633,{
3634,"""            """"active_time"""" = 8;"""
3635,calories = 49;
3636,distance = 883;
3637,mode = 0;
3638,"""            """"sport_count"""" = 1280;"""
3639,"""        },"""
3640,{
3641,"""            """"active_time"""" = 2;"""
3642,calories = 55;
3643,distance = 947;
3644,mode = 0;
3645,"""            """"sport_count"""" = 1372;"""
3646,"""        },"""
3647,{
3648,"""            """"active_time"""" = 10;"""
3649,calories = 49;
3650,distance = 822;
3651,mode = 0;
3652,"""            """"sport_count"""" = 1192;"""
3653,"""        },"""
3654,{
3655,"""            """"active_time"""" = 1;"""
3656,calories = 36;
3657,distance = 637;
3658,mode = 0;
3659,"""            """"sport_count"""" = 923;"""
3660,"""        },"""
3661,{
3662,"""            """"active_time"""" = 7;"""
3663,calories = 11;
3664,distance = 196;
3665,mode = 0;
3666,"""            """"sport_count"""" = 284;"""
3667,"""        },"""
3668,{
3669,"""            """"active_time"""" = 8;"""
3670,calories = 4;
3671,distance = 81;
3672,mode = 0;
3673,"""            """"sport_count"""" = 117;"""
3674,}
3675,);
3676,"""    type = """"sport_step"""";"""
3677,}
3678,"""2021-12-29 12:22:34.051 receive data log :{length = 5,bytes = 0803020000}"""
3679,"""2021-12-29 12:22:34.058 write data log :{length = 5,bytes = 0804010000}"""
3680,"""2021-12-29 12:22:34.353 receive data log :{length = 20,bytes = 0804010c000000000000000000000000ccad0020}"""
3681,"""2021-12-29 12:22:34.358 receive data log :{length = 20,bytes = 080402090000000000000000ccad0020bcad0020}"""
3682,"""2021-12-29 12:22:34.361 write data log :{length = 3,bytes = 080402}"""
3683,"""2021-12-29 12:22:34.365 receive data log :{length = 3,bytes = 08ee03}"""
3684,2021-12-29 12:22:34.669 sync health sleep log :{
3685,head =     {
3686,day = 0;
3687,"""        """"deep_sleep_count"""" = 0;"""
3688,"""        """"deep_sleep_minute"""" = 0;"""
3689,"""        """"end_time_hour"""" = 0;"""
3690,"""        """"end_time_minute"""" = 0;"""
3691,"""        """"items_count"""" = 0;"""
3692,length = 12;
3693,"""        """"light_sleep_count"""" = 0;"""
3694,"""        """"ligth_sleep_minute"""" = 0;"""
3695,month = 0;
3696,"""        """"packet_count"""" = 0;"""
3697,serial = 1;
3698,"""        """"sleep_item_count"""" = 0;"""
3699,"""        """"sleep_score"""" = 0;"""
3700,"""        """"total_minute"""" = 0;"""
3701,"""        """"wake_count"""" = 0;"""
3702,year = 0;
3703,};
3704,items =     (
3705,);
3706,type = sleep;
3707,}
3708,"""2021-12-29 12:22:34.673 receive data log :{length = 5,bytes = 0804020000}"""
3709,"""2021-12-29 12:22:34.681 write data log :{length = 5,bytes = 0807010000}"""
3710,"""2021-12-29 12:22:34.985 receive data log :{length = 20,bytes = 0807010ce4070c1d03003e7d00150000ccad0020}"""
3711,"""2021-12-29 12:22:34.992 receive data log :{length = 20,bytes = 080702117b90b9040000000000671000a4000000}"""
3712,"""2021-12-29 12:22:34.995 receive data log :{length = 20,bytes = 0807031000820582057a06770577057a066c0574}"""
3713,"""2021-12-29 12:22:35.141 receive data log :{length = 20,bytes = 08070410056a068f057c065e056d057b0661057b}"""
3714,"""2021-12-29 12:22:35.146 receive data log :{length = 20,bytes = 08070510057806730599056b067b058406780569}"""
3715,"""2021-12-29 12:22:35.151 receive data log :{length = 20,bytes = 0807061005840673056f0570067d0575058f065e}"""
3716,"""2021-12-29 12:22:35.155 receive data log :{length = 20,bytes = 0807071005790586066c055f057c06850585056a}"""
3717,"""2021-12-29 12:22:35.158 receive data log :{length = 20,bytes = 08070810066e05810578066505710573067f0584}"""
3718,"""2021-12-29 12:22:35.161 receive data log :{length = 20,bytes = 080709100573066e056b05780686058a056e0681}"""
3719,"""2021-12-29 12:22:35.164 receive data log :{length = 20,bytes = 08070a10058906730586057606860573057c0681}"""
3720,"""2021-12-29 12:22:35.456 receive data log :{length = 20,bytes = 08070b10056f057f069205950686058405560671}"""
3721,"""2021-12-29 12:22:35.461 receive data log :{length = 20,bytes = 08070c10056f0572067505780573065a0599056c}"""
3722,"""2021-12-29 12:22:35.466 receive data log :{length = 20,bytes = 08070d100671056b067f056e057e0676055b0661}"""
3723,"""2021-12-29 12:22:35.471 receive data log :{length = 20,bytes = 08070e10057a0581068805940574068005710594}"""
3724,"""2021-12-29 12:22:35.474 receive data log :{length = 20,bytes = 08070f100675058106820575057a067a056f0579}"""
3725,"""2021-12-29 12:22:35.476 receive data log :{length = 20,bytes = 080710100676057f0664057a056e066a058b0583}"""
3726,"""2021-12-29 12:22:35.478 receive data log :{length = 20,bytes = 08071110066b056c057e0694057f066b0578058f}"""
3727,"""2021-12-29 12:22:35.481 receive data log :{length = 14,bytes = 0807120a06780e4e3e73056b097f}"""
3728,"""2021-12-29 12:22:35.483 write data log :{length = 3,bytes = 080702}"""
3729,"""2021-12-29 12:22:35.486 receive data log :{length = 3,bytes = 08ee04}"""
3730,2021-12-29 12:22:35.784 sync health heart rate log :{
3731,head =     {
3732,"""        """"aerobic_mins"""" = 0;"""
3733,"""        """"aerobic_threshold"""" = 144;"""
3734,"""        """"anaerobic_mins"""" = 0;"""
3735,"""        """"anaerobic_threshold"""" = 164;"""
3736,"""        """"burn_fat_mins"""" = 4;"""
3737,"""        """"burn_fat_threshold"""" = 123;"""
3738,day = 29;
3739,"""        """"items_count"""" = 125;"""
3740,length = 12;
3741,"""        """"limit_mins"""" = 0;"""
3742,"""        """"limit_threshold"""" = 185;"""
3743,"""        """"minute_offset"""" = 3;"""
3744,month = 12;
3745,"""        """"packets_count"""" = 21;"""
3746,serial = 1;
3747,"""        """"silent_heart_rate"""" = 62;"""
3748,"""        """"user_max_hr"""" = 0;"""
3749,"""        """"warm_up_mins"""" = 16;"""
3750,"""        """"warm_up_threshold"""" = 103;"""
3751,year = 2020;
3752,};
3753,items =     (
3754,{
3755,"""            """"hr_value"""" = 130;"""
3756,offset = 0;
3757,"""        },"""
3758,{
3759,"""            """"hr_value"""" = 130;"""
3760,offset = 5;
